trade_id,symbol,direction,entry_time,entry_price,exit_price,exit_reason,net_R,gross_R,fee_R,slippage_R,hold_bars,confidence
252,SOLUSDT,LONG,1770228000000000000,92.24,89.40178571428571,STOP_HIT,-1.032633,-1.0,0.025999,0.006633,5,0.551706
253,SOLUSDT,LONG,1770289200000000000,89.92,86.77428571428572,STOP_HIT,-1.028718,-1.0,0.022868,0.00585,5,0.557467
254,SOLUSDT,LONG,1770328800000000000,79.76,75.46357142857143,STOP_HIT,-1.018698,-1.0,0.014851,0.003846,3,0.551544
255,SOLUSDT,LONG,1772398800000000000,82.89,85.54571428571428,TARGET_HIT,1.291584,1.333333,0.033293,0.008457,5,0.554115
256,SOLUSDT,LONG,1772492400000000000,86.59,84.31750000000001,STOP_HIT,-1.038237,-1.0,0.030483,0.007754,10,0.550665
257,SOLUSDT,LONG,1772542800000000000,83.56,85.67714285714285,TARGET_HIT,1.280576,1.333333,0.0421,0.010658,4,0.554293
258,SOLUSDT,LONG,1772578800000000000,86.92,84.7975,STOP_HIT,-1.041085,-1.0,0.032761,0.008324,6,0.552637
259,SOLUSDT,LONG,1772643600000000000,91.49,90.35,TIME_EXIT,-0.470617,-0.43553,0.027963,0.007124,12,0.556242
260,SOLUSDT,LONG,1772722800000000000,89.56,88.31,TIME_EXIT,-0.687465,-0.641378,0.036763,0.009324,12,0.552134
261,SOLUSDT,SHORT,1773536400000000000,87.62,88.2275,STOP_HIT,-1.144364,-1.0,0.115384,0.028979,2,0.566643
262,SOLUSDT,SHORT,1773572400000000000,88.51,87.46714285714286,TARGET_HIT,1.220037,1.333333,0.090531,0.022766,3,0.553386
